,Comment,Emotion
4820,million untrieds get ive decided make list im using random number generator im feeling indecisive,fear
4821,large parcel time feeling reluctant write set kitchen timer minutes write bell rings,fear
4822,hang leave feeling energized happy,joy
4823,best feels uncomfortable,fear
4824,im trying find ways add sewing schedule without feeling completely overwhelmed,fear
4825,get gut feeling paranoid,fear
4826,feel like im least im feeling pressured write dont want,fear
4827,feel natives welcomed others open arms hearts back wonder cope,joy
4828,feel amused hear neighbour use word muze instead mujhe hey kay becomes zay kay,joy
4829,feel like smart,joy
4830,really like good morals nice respectful like feel like still belong brad couldnt picture eric hes innocent,joy
4831,early today vote lines got long didnt feeling uncomfortable another reason,fear
4832,feel resentful always putting effort ever receiving,anger
4833,im still paying attention feel distracted,anger
4834,especially interested hearing thoughts perspective read men women feel respected lived,joy
4835,left feeling slightly intimidated overwhelmed,fear
4836,feeling apprehensive going back,fear
4837,feel extrememly bitchy today ive done something never done years life,anger
4838,best conversations best time together unlike ive feel like totally love good could care less stupid sophomore,joy
4839,feel helpless goal reach nothing achieve,fear
4840,tired feel fucked,anger
4841,notice worrying push feeling away replace thought something positive remind let go control,joy
4842,im scared anymore im fine feel terrific surgery,joy
4843,feeling honoured,joy
4844,im overwhelmed feeling blessed pray fears last time say happy birthday,joy
4845,still feeling somewhat intimidated guess safe cautious fully aware ok,fear
4846,feel unsure footing,fear
4847,feel pretty terrified immature ready,fear
4848,pounds feel fantastic shocked discovered going past year,joy
4849,feel selfish choice made beg dont let love go away,anger
4850,feel compromised skeptical value every unit work put,fear
4851,feel like im violent mother,anger
4852,feel insulted woman,anger
4853,think honestly feel bit vulnerable,fear
4854,know feel confused,fear
4855,really feel im least talented person stage somehow god uses talent glory,joy
4856,may feeling generous normal really think lot teams well drafting good players good spots filling needs,joy
4857,feel im greedy care,anger
4858,feel like flying im afraid im going miss something,fear
4859,feel bit relieved,joy
4860,may trust partner look needs relationship feel threatened arent control situation obviously neither,fear
4861,talking elder ditlevsen day plans college things guys way excited get back told remembered feeling little nervous parent,fear
4862,im feeling lately vulnerable impressionable little emotional,fear
4863,feel reluctant talk issue immediate especially one cannot make much difference individually spread word,fear
4864,truly feel portrayal jesus movie gratuitously violent,anger
4865,im feeling relieved picked boy shut place seized dogs happy gotten,joy
4866,keep waiting grand stroke wisdom peace overcome feel irritable bewildered,anger
4867,feel pressured write pressure write least ingrained,fear
4868,feel impatient comes certain issues,anger
4869,feel pretty tortured work job often inspiration strikes im work,fear
4870,im years old must admit made feel uncomfortable,fear
4871,feel agitated moody wanting wanting wanting,fear
4872,dontknow never feel way anyone else really cant without linus love never thought could ever love anyone went fucked relationship,anger
4873,feel honoured,joy
4874,always negative perception asked getting pregnant misscariage always walked away conversations feeling somewhat offended,anger
4875,feel superior dead chicken grieving child,joy
4876,feel resolved yet somehow depressed,joy
4877,feel rude going bathroom,anger
4878,feeling combination smug happy,joy
4879,sat feeling frustrated didnt know different things ashton isaac could involved werent boys pro active getting involved things getting awards,anger
4880,feeling kind resentful since april,anger
4881,im feeling bitter knight shining denim asked year ago go gym wouldnt spend money,anger
4882,sympathize person also feel bit skeptical theme loss everyone looses,fear
4883,feel outraged life easy blessed,anger
4884,feel really angry sometimes love god havent enough,anger
4885,able feel pressured talk group way better years secondary school,fear
4886,feel peaceful unafraid certain god best interests heart,joy
4887,feel reluctant talking death,fear
4888,stop learning feeling inhibited performance flounders,fear
4889,feel kind strange,fear
4890,feel strongly passionate jerk decides poke make fun us,joy
4891,planning make cookies evening feeling good tomorrow,joy
4892,said mom made feel vulnerable ever felt,fear
4893,track feel good things coming,joy
4894,think starting feel jealous,anger
4895,currently even right without feeling indecisive tied school writing assignments,fear
4896,im feeling little bit apprehensive entering new chapter prove,fear
4897,watched run couldnt help feel envious,anger
4898,feel violent urge vomit back room,anger
4899,began making dinner feeling good succeeded listening resulted cheerful husband,joy
4900,almost feel hated everyone,anger
4901,excited hope personal us wont feel like rushed,anger
4902,would say start feel really intimidated code vast everything,fear
4903,feel hesitant talking,fear
4904,ive missed month training organised etape prep rides including etape caledonia generally feeling pretty pissed depressed whole affair avoided thinking,anger
4905,feeling bit restless days,fear
4906,feel step world men dignified stance,joy
4907,write feel little dissatisfied,anger
4908,feel like im bitter old lady long life cant deal anymore,anger
4909,started pin pointing faults home relationships feeling left confused purpose peoples lives close,fear
4910,believe happy healthy relationships likely feel much energized inspired reflected overall health appearance,joy
4911,feel bit dissatisfied current network,anger
4912,half feeling irritated wanted get amp f lol,anger
4913,thought wed escaped interminable bouts bods dressing gowns feeling others lapels charming spectacle type guy tight fitting deep blue combo trying intents purposes take another guy red behind,joy
4914,feel stressed frequently,anger
4915,feel strange bonding bed wardrode using little decade,fear
4916,left feeling uncertain exactly pulse offer series,fear
4917,ate rotten apple,anger
4918,cant help feeling agitated,fear
4919,ate great whats even better feel terrific,joy
4920,get slightly warm feeling coming strange sense completeness like feeling get right afterwards except coupled thoughts one night stand sobered left morning,fear
4921,cut lines make fit making sound bit rushed lets make believe rushed feeling actually frantic feeling entirely deliberate shall,fear
4922,feel like tree shaken rudely comfortable ground,fear
4923,remember feeling frantic desperately trying say needed say q,fear
4924,cant explain proud feeling seeing determined time win,joy
4925,wasnt feeling particularly bitter birthday fact fantastic day,anger
4926,laps feel virtuous,joy
4927,feeling angry upset want run away,anger
4928,feel honoured friends,joy
4929,may finally sit feel sweet release notice misplaced glasses kids found unique place,joy
4930,im dressed im already feeling sort bah humbug today really annoyed type today,anger
4931,really feel innocent kids taught unconscious racism taught overt racism choice follow,joy
4932,continue feel inspired strong runner become year,joy
4933,feel rushed trying get everything together late night,anger
4934,im sitting boobs hanging feel uncomfortable,fear
4935,still feel like got hit car walked away shaken seriously damaged,fear
4936,get another call frantic junior file obviously refused ta help im feeling like rude mean jz went like yeah sorry dont,anger
4937,admire athleticism feel like would entertained got watch severely shape people participate olympic events,joy
4938,know lot people whining first boot cant possibly favourite guys know feel beloved href http winterpaysforsummer,joy
4939,feel stubborn give dream,anger
4940,feel bitchy talking way ahaha sound less retarded telling story person swear said boy would fall love,anger
4941,washing trees hoping would good concurrently general trajectory life feeling suspicious much trappings christianity even sometimes maybe kinda lot suspicious heart head song,fear
4942,believe guns solution feeling afraid,fear
4943,think noticing prone feel jealous right helping show bit intentionality times life,anger
4944,feeling exceptionally reluctant go school tomorrow even though monday timetable pretty good,fear
4945,remember day phone fri shannon telling cried feeling truly happy,joy
4946,also feel weird sleeping bed two slept,fear
4947,started feel cranky tired resupplied vitamins,anger
4948,already christmas trees got two feeling festive sure spurring get started book,joy
4949,established rule comp end planning session end day resolve conflicts feelings anger anything bothered one us fix whatever,anger
4950,feel anxious usually around time night,fear
4951,wont discuss made feel really restless,fear
4952,also feeling bit bitchy way things conversations others around,anger
4953,men zhu said snapbacks cheap also feel dangerous present sake door safety since see leave green lotus temple first wholesale obey snapback hats,anger
4954,ive found interest u waning ive even come away portrayals relationship feeling dissatisfied,anger
4955,feel shaken angry husband keeps lying sexaholic often start feel mad god,fear
4956,never ever thought blogging books mainly think blog something feel passionate thats books,joy
4957,got feeling hateful talk work place wore thin kept around absolutely needed cover,anger
4958,hit ground feel daddy let go completely get terrified,fear
4959,im also feeling pretty paranoid lot dont take drugs,fear
4960,keep feeling disgusted,anger
4961,checked long time ago say happy way back feeling contented everyone everything around,joy
4962,present two photos side side one photo remember feeling cute day,joy
4963,still dont know make somehow feel even assured teach works,joy
4964,feel divine forces strongly sometimes wonder agnostics atheists judeo christian fundamentalists feeling excitement hearts,joy
4965,feel frustrated new music new lyrics clearly nothing,anger
4966,feel rebellious today leave warning radical,anger
4967,feel resentful take care us getting want,anger
4968,alone cottage often stay woken rustling sound middle night,fear
4969,feel frightened hear mighty roar,fear
4970,devote blog pray peace world especially feel frightened religious violence,fear
4971,try put light going feel fester grow bitter dark,anger
4972,recent french open claret jug feel somewhat reluctant got close claret jug france felt afterwards want able till hopefully win open get bond next twelve months,fear
4973,feel clever nov,joy
4974,feel weird yuuki talks girls,fear
4975,love response get students good feeling someone obviously shy comes talks even english isnt great,fear
4976,feel like times like things seem little uncertain thank god small things,fear
4977,feel less intelligent watching,joy
4978,im feeling cranky horrible,anger
4979,compare mine feel irritated tried realistic calm self,anger
4980,see feel confused lately,fear
4981,feel aconfident heart overcomet god wants eager learn,joy
4982,feel like still hear cute voice ears,joy
4983,feel content sending packet packet world,joy
4984,began feel cranky feeling hell,anger
4985,listen feel peaceful happy couldnt use big dose lives,joy
4986,feel like class clown im outgoing person,joy
4987,strong feel scared lonely lost confused,fear
4988,id done though kind found sympathizing demons church called feeling disgusted people supposed trying fight,anger
4989,way ahead raphael laiya jennifer stayed behind watch stuff since feeling particularly energetic scampering mountain,joy
4990,get platitudes well meaning folks make feel like bothered things bother,anger
4991,feeling relatively indecisive hungry walked past barbeque place,fear
4992,caught thugs aged,fear
4993,feel hated care,anger
4994,feel annoyed way economic job market set,anger
4995,admit feel little hesitant embedding music video case,fear
4996,feel especially strongly since hated teeth forever one unlucky ones got bad genetics even worst orthodontist pediatric dentist,anger
4997,ive realized last months generally tend feel tremendously dissatisfied sex,anger
4998,longer feel timid insecure walked,fear
4999,im feeling wimpy know one year old sent old country year parents work,fear
5000,make punjabi lobia masala mostly winters feel protein punch spice rich recipe winter warmer one,joy
5001,guess feel things wrote petty small im kind embarrassed go back,anger
5002,want cant help feeling greedy,anger
5003,feel distracted things take attention interests keep focused times prayer reading word,anger
5004,reporting dear soul energies feel strange today wondered somethings,fear
5005,feel distressed night perhaps empathy,fear
5006,im feeling fine,joy
5007,feel really comfortable,joy
5008,felt joy passed worst phase life discovered many people considered important,joy
5009,cant even get schindlers list much less see actual death chambers feel ghosts tortured around,anger
5010,feeling irritable cranky often,anger
5011,felt low point missing people know love feeling helpless,fear
5012,feel disgusted criminal justice system st century could know full details deny named abusive,anger
5013,would wasted time money feel really pressured dont want,fear
5014,thought excited im starting work im feeling reluctant ever,fear
5015,like look ring im feeling doubtful reminds honestly dont regrets know im im suppose,fear
5016,love feel threatened around little,fear
5017,feel lucky point feeling guilty got away without serious damage disability,joy
5018,created new profile feel ok cuz already know added,joy
5019,feel slightly agitated,anger
5020,started feeling hostile checking hemorrhoids,anger
5021,may constant dullness heaviness heart makes feel restless bored unsatisfied however know well feelings evoked time month,fear
5022,get feeling pay getting fucked,anger
5023,feel nervous,fear
5024,started feel uncomfortable buzzy short breath mildly panicky,fear
5025,wonder feels angered disappointed millions people one morning,anger
5026,say could bit annoying reminds im really unfit determination feel really poo even less determination bit vicious circle,anger
5027,mess completely stressed feeling terrified wrong thing mis stepping way dishonoring upsetting medicine family participants quest,fear
5028,feel things learn course useful right,joy
5029,feel much alarmed prospect seeing general jackson president,fear
5030,felt sadness remorse supposed feel realize wronged someone corinthians,anger
5031,hope god false reading feel unprotected without,fear
5032,start feel resentful,anger
5033,felt melting away time happy feeling scared one,fear
5034,feel jubilant elation,joy
5035,remember feeling bitter couldnt pop balloons join celebrations,anger
5036,feeling irritable,anger
5037,also feel welcomed lush job,joy
5038,im feeling really stressed work theyre piling much stuff expect creative stuff decorate make,anger
5039,feel really violent right,anger
5040,im feeling stressed overworked running fumes,anger
5041,mean group thing felt good get add something relevant us im still really feeling delicious tool,joy
5042,feel even though bloggers popular within one clique twice amount people jealous success chooses kiss butt fit triple disrespect pompous notoriety,joy
5043,feel like people see chinks armor going decide fucked person dismiss hot mess want around anymore,anger
5044,yelling group front getting answer getting increasingly concerned feeling increasingly frustrated lagging behind despite repeated explanations pleas regarding need catch advance group,anger
5045,feel fearful vulnerable within relationship see others trustworthy turn trust,fear
5046,resent people shaming telling feel productive alternative give facts let think,joy
5047,feeling greedy depressed,anger
5048,hope feeling ok,joy
5049,sister stole mothers money made angry mother would beat unreasonable reasons one day sister lent book friend without telling mother mother learnt beat even threatened pair scissors,anger
5050,know someone needs feel respected else maybe deep worries hes worthy respect hes insecure comes,joy
5051,feel frustrated see way save,anger
5052,feel like todd getting stressed tired caleb take dont want caleb feel frustration,anger
5053,didnt feel angry didnt feel bitter felt,anger
5054,admit walked third wave cafe feeling little apprehensive appeared run mill cafe turned restaurant great personality even greater food,fear
5055,feel like innocent victim feel win,joy
5056,feel mom graceful warm loving smile rob time nurture heal,joy
5057,believe media content bad fact much feel absolutly vital human flourishing,joy
5058,much enjoyed build air suspense confusion throughout cant help feel dissatisfied ending,anger
5059,im feeling joy every day gorgeous people ive ever met hope thanksgiving felt,joy
5060,feel completely dissatisfied whole world human characters inconsistent,anger
5061,get little gripped timing feel frantic thoughts,fear
5062,ran upon looking cute saying add address change cards planning ahead feeling positive,joy
5063,think feeling vulnerable due stress buy new sewing machine printer,fear
5064,looking forward unless feel place though assured fit,joy
5065,read several pages still feel unsure feel wasted time engage main argument,fear
5066,love feeling cold nipping nose im warm clothes,anger
5067,horrible articulating feelings particularly verbally sometimes cant even remember incidents mad something,anger
5068,forget time disagreement feels like wronged way every bad thing ever done life every poor choice every single thing agree comes back screaming face,anger
5069,feel like posting something clever problem course im extremely clever person,joy
5070,feel little strange recommending one wrote first night marshal book invited glenn write second,fear
5071,feel presence god something fearful happens became aware unworthiness short comings yes sin,fear
5072,get tell love make feel valued appreciated tell beautiful intelligent,joy
5073,feeling useful,joy
5074,went lecture cancelled,anger
5075,would probably dine especially feeling rich dont,joy
5076,need remember something feel like distracted simultaneously happens,anger
5077,hate interrupt truth feeling uncomfortable,fear
5078,read watching film argued makes sense author feel offended changes truth made film used attempt effect real life verdicts,anger
5079,feeling incredibly blessed life given people god put,joy
5080,genuinely say bottom heart feel absolutely thankful,joy
5081,revise replies mind make sure reply sounds appropriate enough person receive reply feel offended,anger
5082,feel pain ways tortured ti could possibly understand,fear
5083,thinking one happy toast feel sincere huge magical group hug link rel stylesheet type text css href http jdelivery,joy
5084,feel spiteful typing first hand knowledge statistics ive gone regarding mormons anti depressants startling,anger
5085,feel envious proud time possible feel way,anger
5086,feel neurotic sometimes usually even know dont something etc,fear
5087,flirt along best em rarely ever feel intimidated male identifying folks idea striking conversation regardless hopelessly attracted,fear
5088,didnt feel terrified,fear
5089,feel like important,joy
5090,feel disgusted even associated woman race nationality,anger
5091,began feel strange thought comes,fear
5092,feeling calm luckily shocked mind thinking get standby matter outcome result,joy
5093,feeling grouchy,anger
5094,feel less valued cause dont look good,joy
5095,feel violent tug eye socket,anger
5096,wanted everyone matter lifestyle feel little bit glamorous,joy
5097,perform submarine cartwheel feel violent tug ankle board gets hauled towards beach,anger
5098,guess didnt feel need rescue son vicious man eaters,anger
5099,feel petty,anger
5100,even feel cranky,anger
5101,sort feel bit unsure touch upon next,fear
5102,know feeling strange sense serendipity minds collide pages,fear
5103,feel words petty telling actions going speak louder words ever able,anger
5104,im currently feeling way fucked mother tongue paper,anger
5105,get feeling people think im indecisive childish isnt entirely true degree show anyway,fear
5106,feel successful waxing moon quite bit different hidden sun,joy
5107,feel band perhaps distracted hardcore dancers flailing around,anger
5108,feel hesitant uncertain sometimes,fear
5109,im feeling determined face facts gander donut href http,joy
5110,feel like offended question,anger
5111,already feeling anxious going anti anxiety medicine going help,fear
5112,hoped feel shiver ran maybe startled pulled away,fear
5113,feel like neglecting beloved mom blog,joy
5114,ask know things everything changes feel bit shaky try keep leading edge huge amount change invited allow come alignment catch,fear
5115,hope feeling fine well wanna say happy birthday realize dreams always happy perfect person deserves best,joy
5116,feel solemn duty share divine knowledge mine order others may benefit truth beauty render world tad closer thearchitecturality utopian perfectly set garage society strive,joy
5117,hate much feel like looking pretty damn flawless pics,joy
5118,im thankful work place feel comfortable supported,joy
5119,ive seen way serina feels strange shes useful sure helps cleaner pretty expensive pay money would pretty great,fear
5120,ive bike bike feels kind strange,fear
5121,cant tell words much feel honored photo made gallery,joy
5122,doubles victory brown struff went back sunday feeling really optimistic looking forward another day filled fedtastic tennis,joy
5123,dont show insecurity persona might come mad bitch whod practically hated everyone shes feeling insecured overly paranoid,fear
5124,really feel life perfect right isnt much ask hope everything would stay,joy
5125,ive felt even centered pleased w things going w feeling complacent,joy
5126,need intentional things like think mom sometimes feel like lose personality b c smart kids sense humor making silly face chasing around house like monster,joy
5127,even mentioned show want trust feelings hoping would think rude mean coercive pushy,anger
5128,guess feel fulfill artistic pursuits certainly time economy picks,joy
5129,feel like getting away friendly tasty goodness seems abound santa cruz including unseen ambient pot smoke always makes lazy swear visit laid back town visit university university california santa cruz renowned href http www,joy
5130,feel offended form make big end doesnt bother ive learned show balls past say think anonymous would give weight content comments would questions behind,anger
5131,open file im interested twenty minutes read fiddle wonder im feeling creative,joy
5132,feel profoundly insulted anime dumb think,anger
5133,feel superior people made different choices threatened,joy
5134,feel look gorgeous beautiful sexy,joy
5135,often play role loquacious hunters always feel superior others long beautiful really flower plug cow dung marry though like big grievance,joy
5136,started dew beyond positive showing south encourage writers experiences levels advancement feel comfortable sharing work,joy
5137,first entered clinic feel welcomed beautiful ivory themed furnitures whole clinic look clean spacious professional cheerful consultants awaiting reception smile course,joy
5138,feel like eggs benedict something equally delicious,joy
5139,still feel constantly paranoid anxious keep wanting go facebook check back keep wanting go texts phone feel edgy work want come straight home,fear
5140,tired feeling irritable result,anger
5141,wont anymore wont allow stressed feeling rushed like race better one,anger
5142,learned hard way three hours feel like months friendly people stop talk,joy
5143,bloging sitting feeling content dogs amp cat etc know lucky truth,joy
5144,feel helpless depending people closest,fear
5145,one minute feel intimidated stupid,fear
5146,regular member group meaning follow whats going often also feel bit shy budding much say today request people,fear
5147,im feeling bitter today mood strange entire day guess,anger
5148,started feeling bit alarmed afraid reason,fear
5149,felt completely belonged feel shy frightened,fear
5150,often fought feelings hopelessness seemingly helpless financial situation,fear
5151,feeling little apprehensive traveling emergency issued passport kindly supplied british consulate los angeles week ago,fear
5152,wonder sometimes must feel rich,joy
5153,would also feel threatened ease private information could permeate system,fear
5154,feel mad whats,anger
5155,also feel overwhelmed lists,fear
5156,feel bit timid using blog know classmates even complete strangers able read,fear
5157,feel like timid ive lost lot opportunities make connections people ive wished id made connections,fear
5158,asked feeling outraged,anger
5159,feel honoured opportunity look forward future lives develop,joy
5160,feel honored take part upcoming sight amp sound greatest film poll,joy
5161,always feel delighted know many people inspired love old fashioned graphics illustrations,joy
5162,feel angered makes feel like somewhat liar,anger
5163,im fair xia way feels frightened work fault,fear
5164,came away filled admiration inspired amy friends feeling honoured share tiny part lives,joy
5165,suggested greys blues warm tones room north facing could feel quite cold flat,anger
5166,im getting since feel accepted mark beast shot thought going kill screamed loud didnt want die,joy
5167,feel uncontrollably agitated idea,fear
5168,feel like could gotten apprehensive reason,fear
5169,feel strange putting review post ill keep brief,fear
5170,mostly feel cause hateful memories girl used run everchanging sailormoon gateway think still making name stupid mean,anger
5171,feel frightened citizen india honest performances neither recognised appreciated,fear
5172,believe newborns photographed heads full dark hair feeling little envious babies bald blonde come,anger
5173,feeling agitated read hot walk,anger
5174,murakami first feel captures makes beloved fans,joy
5175,knew quaker announced quite excitedly feeling absolutely wonderful period fortnight nothing much happening brain,joy
5176,since july st feeling shaken knowing homeless two months close home gone,fear
5177,feel like tortured whole time,fear
5178,also feel often burden way anything nursing student nurses yet must remember may grumpy presence everyone learn somewhere boo friggety hoo medical personnel irritated nursing students,anger
5179,wished could feel energetic deal less pain might best option,joy
5180,sometimes feel little unsure independent really,fear
5181,feeling terrified anxious excited apprehensive among million things,fear
5182,love look black feel like would smart choice im kind drawn rich blue grayish blue,joy
5183,im definately feeling change im refusing feel impatient,anger
5184,look feel disgusted annoyed actions,anger
5185,always think violent band violently feeling violent lyrics musically violent,anger
5186,could look solutions instead feeling helpless actually made big difference,fear
5187,feel honoured wear one,joy
5188,visited daycare options taken year find one feel even acceptable,joy
5189,never feel like perfect sometimes lean little heavy work means chaos home sometimes lean little heavy home means get little lonely cranky,joy
5190,work feel invigorated,joy
5191,adress issues attempt reason may feel less threatened supported loved,fear
5192,didnt feel got meant reluctant open really share going,fear
5193,go gym even get heart rate high enough feel satisfied thanks level competition experienced past couple years,joy
5194,feeling little uncertain skills birthday party arena,fear
5195,successfully manage stretch mxm canvas feel achievement worthwhile usage money time use canvas future briefs,joy
5196,feel skeptical,fear
5197,thought feeling delicious isolation feel absorbed quest revelation leading questions answers questions cave came mind first lined ancient wisdom filled tomes deep comfortable chair large paper strewn table centre,joy
5198,feel fucked church fuck luminaries swinelord back deluxe r,anger
5199,feel shy ashamed,fear
5200,im feeling nervous,fear
5201,designing games really makes feel excited,joy
5202,havent worked today feel like im going feel ive stressed work life week bad,anger
5203,ive feeling intimidated overwhelmed workload semester ive avoiding need,fear
5204,feel greedy work img height src http forums,anger
5205,suppose feeling little sarcastic today holiday,anger
5206,dont know feel frantic really want particular song little girl,fear
5207,keep wondering im hitting walls grief loss even im fun feeling excited enjoying wonderful friends pre summer time experiences,joy
5208,would watch feel frustrated realize fifteen feet away ocean freaking wave crashing covering majority earth ocean,anger
5209,confess moments feeling overwhelmed ill admit bit melancholy,fear
5210,feeling allows distracted life caught someone elses even though theyre real people,anger
5211,feel like selfish really live life,anger
5212,ill write bunch youll respond ill back part feel shy,fear
5213,ive feeling little bit anxious late far relations lack thereof ward investigators go im excited able ponder temple see come plan lords help,fear
5214,im feeling quite mellow spite raging pms past days means im likely erupt little warning,joy
5215,asked feeling smug,joy
5216,seriouly feel respected dont privacy ordered around,joy
5217,close friend intimate bodily relationship girlfriend started avoid didnt want talk,anger
5218,get feeling relationship would sarcastic sweet sure,anger
5219,feel like im shy enormous pink flamingo man,fear
5220,feel like selfish person,anger
5221,see shallow many lives try give love atention person see distance confusion looks people stop trusting others feel insulted misstreated affeccion,anger
5222,feel insecure sis,fear
5223,actually like things clean like messy first feel rebellious,anger
5224,truly terrifying still feel shaken uneasy,fear
5225,feel calm,joy
5226,remember cammie couple months old looking sweet innocent face sobbing thinking going school thought someone would hurt feelings unkind unfair thought teacher might mean love,anger
5227,remember feeling hair confused kids dont hair birth presence mind really process feeling,fear
5228,right feel amused sounds hear aircleaner around see bed cat feel connected person michael think weird im mom,joy
5229,hadnt feeling well week calgary added relaxation first run second race set another pb time almost,joy
5230,feeling indication childs personality petrified,fear
5231,feel vulnerable criticism like lunch stinks somebody comments eat embarrassed feeling,fear
5232,feel accepted long real pious uppity religious sake religion,joy
5233,feel greedy obsession continues sustainabilitys growth hindered,anger
5234,ill even come one people small piece dark chocolate feel completely satisfied gone,joy
5235,im saying cut everyone life feel important find comfort solitude meditation working projects alone,joy
5236,feeling doubtful confused lost,fear
5237,feel irritated lot,anger
5238,tell mummy stomach really feeling well really wanna go toilet mummy ask keep eating,joy
5239,didnt feel selfish completely understood coming,anger
5240,feel terrified,fear
5241,feel lucky wonderful cheap cozy cafe neighborhood serves incredible mexican hot chocolate,joy
5242,feel apprehensive ride ahead,fear
5243,keep wonderful feelings dreams terrified bad harmful wrong,fear
5244,started feel kind skeptical,fear
5245,remember feeling violent disgusted oscar winner tells access hollywood,anger
5246,feeling grumpy past days dont feel like upbeat self blog,anger
5247,wanted root someone feel wronged condemned behalf,anger
5248,terrified feeling terribly keen right,joy
5249,feeling shaky day,fear
5250,invite send email detailing ways feels ive wronged promise post unedited outside names blog,anger
5251,monitoring say anything ever come across blogs feel offended please dont stop,anger
5252,still trying find footing three years feel shaky ever,fear
5253,classmate got b homework got c got results acted merit grade found humility hypocritical found disgusting,anger
5254,know unfair reaction run ways explain feel shaken best come right,fear
5255,feel rushed lack time jerry springer weather amp suddenly want put porn confused hey let enjoy fun fun fun without hun without block hype,anger
5256,feel special many people prayed hard,joy
5257,feel hopeful coming year,joy
5258,feel fearless janelle mon e elle canada february img width height src http www,joy
5259,feel fab get hours sleep one go sam doesnt always oblige,joy
5260,know feelings stem part accepted mainstream importantly communities seek belongingness,joy
5261,shalt say cos din feel thing wrote hw keen xxx,joy
5262,lowest level class first definitely difficult manage hotshot boys men best class last period leaves feeling somewhat useful end day,joy
5263,feel redden manhood insulted demands satisfaction,anger
5264,describe happens feel shaky,fear
5265,feel like milestone race shaken novice feeling,fear
5266,remembering told birthday selfish idiot feeling jealous people met nao,anger
5267,feel nervous anxious dont know,fear
5268,suppose feel terrified,fear
5269,feel lucky nominated liebster award,joy
5270,wasted entirely much time feeling insecure body,fear
5271,feel like hood makes sweater casual wear work wear sweater,joy
5272,im tired crying feeling content loved going back crying,joy
5273,feel like despised,anger
5274,reading melee dps rant brought attention reason ive feeling fairly dissatisfied raids recently,anger
5275,tend feel bit cranky gone days without making art,anger
5276,write consider real profession even though teaching poetry troubled poor kids feel something useful,joy
5277,feel like confused year old control,fear
5278,hope feel glad gave many things including memories cherish,joy
5279,think feelings remix result neurotic,fear
5280,id feel triumphant something,joy
5281,realized constantly checking phone multitasking made feel rushed ragged time reached destination even talking someone really like,anger
5282,feel apprehensive wonder marks made past still,fear
5283,feel resentful,anger
5284,im home feel cold seeped arms legs,anger
5285,feel like acts bitchy complainy try fit doesnt make sense part bitchy complainy,anger
5286,feel really honored could experience brazilian public healthcare system inside,joy
5287,always sensitive every sense feels like assaulted drag away darkness,fear
5288,feel gives even period feel detail sharpe certainly good enough read cover cover,joy
5289,may feel hopeful many days truths must call mind lord portion therefore hope,joy
5290,angry employers invest us training pay increases bank holidays feels like injustice feel helpless,fear
5291,many others feeling helpless world hold grieving parents hands especially mothers grandmothers nigeria desperately wait assistance girls return back home safely let laughter ring home,fear
5292,im listening right feel like need want share little ones despite convinced atheism somehow never fails make feel better,joy
5293,feel uncomfortable using word awesome idea actually,fear
5294,woke feeling cranky morning,anger
5295,feeling somewhat indecisive want celebrate anniversary,fear
5296,guess feeling slightly shaken sudden news,fear
5297,shake feeling fundamentally dissatisfied selection democratic primaries,anger
5298,hate shopping feel rushed hoards people,anger
5299,wake feeling fearful helpless,fear
5300,thought id talk today getting cold feet im sure every bride know feeling hubby something reeeeeeeeally pissed us start yelling cant anymore cant marry someone like,anger
5301,feel reluctant talking current situation know feel guess important know situation know go,fear
5302,feel insulted see anyone wearing crocs fashionable shoe icon,anger
5303,feel like relationship christ shaky,fear
5304,feeling uncertain concerned afraid person circumstance environment change,fear
5305,would save next time im feeling cranky irritable spray lightly behind ears,anger
5306,might needing quite sometimes let feelings fade away wont make feel insecure disturb uncomfortable,fear
5307,imdoing good almost strange feel carefree,joy
5308,breathing well feeling quite lively upbeat,joy
5309,work today new job still feels really strange tbh sure soon settle,fear
5310,sent boyfriend bobby feeling particularly melodramatically helpless miss home states miss sweatshirt miss taco bell,fear
5311,also told cousin feel like family members know talk afraid talk,fear
5312,bought world told would fill emptiness leave lonely feeling confused emotional baggage physical consequences never expected,fear
5313,feel furious right life advocates tell live die lobbying supporting politicians sympathic views,anger
5314,able feel slightly less obnoxious knowing girls jonesing hard,anger
5315,feel honoured able call friends share brotherhood,joy
5316,feel energy feel joyful sweet enthusiasm life,joy
5317,feel like assaulted titanium hedgehog,fear
5318,really dont like whole harvest time feel im keen spending time morning attempting style hair completely ruined within minute walking outside damp air,joy
5319,get close feeling like dance putting music motion together similarly creative way,joy
5320,getting back results test school,fear
5321,feel uncertain everything right,fear
5322,feel least smart,joy
5323,feel really despised told yet really awful feeling segregated,anger
5324,wonder pick stress im feeling im trying feed terrified getting bitten shes feeding much,fear
5325,feeling creative see alternate version,joy
5326,feeling stubborn ridiculous possibly several colourful turns phrase children still asleep tip tongue settled heaving sigh turning leave,anger
5327,basically feeling bit grumpy time coz hungry,anger
5328,stop doubt leave feeling dissatisfied,anger
5329,feel triumphant deal,joy
5330,feel good defended sanctity span style webkit text size adjust auto webkit text stroke width px background color white color display inline,joy
5331,almost feel startled,fear
5332,feel honored grateful met kassim selamat swallows trip,joy
5333,feel terrified future,fear
5334,feel tortured im quite sure handle getting drunk non stop feel anything,fear
